REP_AGEN,Longitude,Latitude,OBJECTID,MSRI_CODE,MSRI_DESCR,COMMENT,Date,TOWN_ID,ROUTE_DES,ROUTE,BEGIN_MM,END_MM,LRS_CODE,TOWN,LOCATION
FW,-71.69705438,44.77576229,1118,Moose,NULL,NULL,8/10/97,-9999,NULL,-9999,-9999,-9999,NULL,GREENSBORO,Rt 16 near Horse Pond
FW,-71.69731482,44.7755305,1115,Moose,NULL,NULL,9/27/94,-9999,NULL,-9999,-9999,-9999,NULL,GLOVER,VT 16 .6 MILE SOUTH OF RUNAWAY POND
FW,-71.69764429,45.0026795,1577,Moose,NULL,NULL,6/11/97,-9999,NULL,-9999,-9999,-9999,NULL,RICHMOND,N.B.L. MM 76-I 89
FW,-71.69784664,45.00268596,1093,Moose,NULL,NULL,10/20/93,-9999,NULL,-9999,-9999,-9999,NULL,CHARLESTON,Rt 105 2 miles east of 5A
FW,-71.69832497,45.0027111,1579,Moose,NULL,NULL,4/27/01,-9999,NULL,-9999,-9999,-9999,NULL,RIPTON,"RTE 125, ROBERT FROST TRAIL"
FW,-71.6985841,44.46146586,2418,Moose,NULL,NULL,7/8/00,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,RT 114 4.' MI. NORTH OF EAST HAVEN/NEWARK TOWN LIN
FW,-71.69863899,44.77500076,1624,Moose,NULL,NULL,5/4/87,-9999,NULL,-9999,-9999,-9999,NULL,WOODBURY,Rt. 15 300 yards South of Village
FW,-71.69903572,44.46153067,1777,Bear,NULL,NULL,9/2/99,-9999,NULL,-9999,-9999,-9999,NULL,Sharon,"I-89, mm 9/70"
FW,-71.69905576,45.00286065,2289,Moose,NULL,NULL,11/14/02,-9999,NULL,-9999,-9999,-9999,NULL,WILLIAMSTOWN,"Williamstown, I-89 N at exit 5"
FW,-71.69956459,45.00295583,2290,Moose,NULL,NULL,4/17/02,-9999,NULL,-9999,-9999,-9999,NULL,WILLIAMSTOWN,I-89 MM 41/55 S.B.
AOT,-71.69962085,44.77299241,329,Deer RK UN,"Deer, RoadKill, Unknown",NULL,2/26/04,505,VT 105,105,1.5,1.5,V105-0505,BRUNSWICK,NULL
FW,-71.69987064,45.00301088,1586,Moose,NULL,NULL,5/16/03,-9999,NULL,-9999,-9999,-9999,NULL,SEARSBURG,>5 Mi W of Rt 8/R9 Jct on Vt Rt 9
FW,-71.69998002,44.7717474,1643,Bear,NULL,NULL,6/24/78,-9999,NULL,-9999,-9999,-9999,NULL,Waterford,"Rte 18, @ Stiles Pond"
FW,-71.70002526,45.00302016,1588,Moose,NULL,NULL,10/4/93,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,Rt. 122 Sheffield Heights
FW,-71.70098941,45.00308063,1580,Moose,NULL,NULL,11/12/98,-9999,NULL,-9999,-9999,-9999,NULL,ROCHESTER,Rt 73 2 mi E of Goshen T/L
FW,-71.70279453,45.00303907,1669,Bear,NULL,NULL,11/24/89,-9999,NULL,-9999,-9999,-9999,NULL,Bristol,jct rte 7 and N Mill Rd # 44
AOT,-71.70371033,44.46225038,790,Deer RK AD,"Deer, RoadKill, Adult Doe",Deer was hit by a car and killed.,3/2/04,514,US 2,2,3.6,3.6,U002-0514,LUNENBURG,NULL
FW,-71.70548451,44.57168569,1737,Bear,NULL,NULL,10/7/98,-9999,NULL,-9999,-9999,-9999,NULL,Andover,"Rte 11, 0.2 mi E of Windham t.l."
FW,-71.70575647,45.00156215,2291,Moose,NULL,NULL,5/29/02,-9999,NULL,-9999,-9999,-9999,NULL,WILLISTON,Williston Rest Area I-89 NB
FW,-71.71046324,44.46365393,1775,Bear,NULL,NULL,8/26/98,-9999,NULL,-9999,-9999,-9999,NULL,Worcester,"Rte 12, 1/10 mi N of Downs Rd"
FW,-71.71091216,44.76221971,2313,Moose,NULL,NULL,8/31/87,-9999,NULL,-9999,-9999,-9999,NULL,BRISTOL,RT 116 1/2 MI S OF JCT 116/17
FW,-71.71145894,44.76160796,2311,Moose,NULL,NULL,6/7/96,-9999,NULL,-9999,-9999,-9999,NULL,ADDISON,Rt. 125 Addison/Bridgeport town line
FW,-71.71167183,44.7613903,1637,Bear,NULL,NULL,11/20/93,-9999,NULL,-9999,-9999,-9999,NULL,Guilford,I 91-MILE 1 N.LANE
FW,-71.71182919,44.46413287,1761,Bear,NULL,NULL,11/9/73,-9999,NULL,-9999,-9999,-9999,NULL,St Johnsbury,Rte 5 just S of town w/in city limits
FW,-71.71187618,44.46399406,1765,Bear,NULL,NULL,9/21/84,-9999,NULL,-9999,-9999,-9999,NULL,Elmore,"Rte 12, across from Elmore"
FW,-71.7119752,44.76128081,1631,Moose,NULL,NULL,10/4/92,-9999,NULL,-9999,-9999,-9999,NULL,WORCESTER,Rt. 12 0.25 mi. N.of Hardwood Flats Rd.
FW,-71.71209954,44.76116504,2314,Moose,NULL,NULL,5/16/00,-9999,NULL,-9999,-9999,-9999,NULL,BRISTOL,RT 116 1 MI NO BRISTOL VILLAGE
FW,-71.71216346,44.76110879,1639,Bear,NULL,NULL,6/9/94,-9999,NULL,-9999,-9999,-9999,NULL,Eden,EAST HILL RD SE BOOMHOUR BRK
FW,-71.71218919,44.76106514,1718,Bear,NULL,NULL,11/30/97,-9999,NULL,-9999,-9999,-9999,NULL,Manchester,"Rte 7A, 0.5 mi N of Sunderland t.l."
FW,-71.71232703,44.7610624,1633,Bear,NULL,NULL,8/19/88,-9999,NULL,-9999,-9999,-9999,NULL,Lunenburg,"Rt 2, 100 yds E of TH 34"
FW,-71.71269618,44.76090809,1623,Moose,NULL,NULL,5/14/99,-9999,NULL,-9999,-9999,-9999,NULL,WINOOSKI,I-89 Exit 15 off ramp
FW,-71.71284188,44.76083845,1636,Bear,NULL,NULL,10/24/91,-9999,NULL,-9999,-9999,-9999,NULL,Bloomfield,JCT.MILL BROOK AND RT102
FW,-71.71300592,44.76078505,1646,Bear,NULL,NULL,10/23/93,-9999,NULL,-9999,-9999,-9999,NULL,Whitingham,"Rte 112, just S of Bemis Co"
FW,-71.71361783,44.76070495,1635,Bear,NULL,NULL,4/19/91,-9999,NULL,-9999,-9999,-9999,NULL,Dorset,RT7 .5 Mi.N. EMERALD LAKE
FW,-71.71390375,44.46415698,1764,Bear,NULL,NULL,6/27/77,-9999,NULL,-9999,-9999,-9999,NULL,Vernon,"I-91 n.b., mm 2"
FW,-71.71395983,44.76062397,2376,Moose,NULL,NULL,9/27/95,-9999,NULL,-9999,-9999,-9999,NULL,BARNET,I 91 S 118/50
FW,-71.71406198,44.7605983,1628,Moose,NULL,NULL,4/16/00,-9999,NULL,-9999,-9999,-9999,NULL,WOODFORD,"VT RT 9, 200 YDS E. OF WOODFORD ST. PARK"
FW,-71.71442969,44.76053118,1638,Bear,NULL,NULL,5/10/94,-9999,NULL,-9999,-9999,-9999,NULL,Burke,RT114 1.4Mi.N.E.BURKE VILLAGE
FW,-71.71497594,44.76045899,1625,Moose,NULL,NULL,10/26/01,-9999,NULL,-9999,-9999,-9999,NULL,WOODFORD,"RTE 9, 1 MI W OF RED MILL POND"
FW,-71.71508821,44.46439704,1784,Bear,NULL,NULL,5/27/93,-9999,NULL,-9999,-9999,-9999,NULL,Bolton,"Nashville Rd, Bolton/Jericho t.l."
FW,-71.71581262,44.46440202,1785,Bear,NULL,NULL,10/4/78,-9999,NULL,-9999,-9999,-9999,NULL,Lowell,"Rte 100, near Orleans/Lamoille Co line"
FW,-71.7160922,44.46443246,2421,Moose,NULL,NULL,2/6/00,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,RTE 114 0.7 MI S. OF BRIGHTON LINE
FW,-71.71636603,44.46444172,2419,Moose,NULL,NULL,8/19/99,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,ROUTE 114  3 MI N. OF E. HAVEN
FW,-71.7163973,44.46444275,2420,Moose,NULL,NULL,7/23/99,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,"RT 114, 1.2 MILES SOUTH OF BRIGHTON T/L"
FW,-71.71643649,44.4644441,2402,Moose,NULL,NULL,7/17/97,-9999,NULL,-9999,-9999,-9999,NULL,GROTON,West Groton; Rt. 302
FW,-71.71670982,44.46445326,2422,Moose,NULL,NULL,4/7/93,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,VT 114 - 1.5 N of e. Haven line.
FW,-71.71739859,44.46447328,1773,Bear,NULL,NULL,10/23/93,-9999,NULL,-9999,-9999,-9999,NULL,Cavendish,Rte 103 Proctor Gulf
FW,-71.71800254,44.76029806,1644,Bear,NULL,NULL,7/28/87,-9999,NULL,-9999,-9999,-9999,NULL,Waterford,I-93 Hurlburt Hill
FW,-71.71834621,44.46457975,1767,Bear,NULL,NULL,6/3/86,-9999,NULL,-9999,-9999,-9999,NULL,Concord,Rte 2 & Old Rte 2 jct
FW,-71.71836217,44.76025787,1627,Moose,NULL,NULL,4/13/02,-9999,NULL,-9999,-9999,-9999,NULL,WOODFORD,6923 VT RTE 9 (1.2 MI W. OF WOODFORD LAKE STATE PA
FW,-71.71951943,44.99595973,2456,Moose,NULL,NULL,3/17/95,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 SB mm 150/95
FW,-71.72100115,44.46448792,1754,Bear,NULL,NULL,6/18/71,-9999,NULL,-9999,-9999,-9999,NULL,Glover,"Rte 16, 1 mi S of Shadow Lake Turn"
FW,-71.72115768,44.76014828,1721,Bear,NULL,NULL,11/29/98,-9999,NULL,-9999,-9999,-9999,NULL,Mendon,"Rte 4, 50 yds W of MendonBeaver Pond"
FW,-71.72134542,44.76000396,1736,Bear,NULL,NULL,11/11/97,-9999,NULL,-9999,-9999,-9999,NULL,Marlboro,"Rte 9, 1/4 mi E of Wilmington t.l."
FW,-71.72152307,44.99590691,1825,Bear,NULL,NULL,11/30/94,-9999,NULL,-9999,-9999,-9999,NULL,Dover,"Rte 100, 2mi W of W Dover, garbage"
FW,-71.72168696,44.76001286,1726,Bear,NULL,NULL,9/2/99,-9999,NULL,-9999,-9999,-9999,NULL,Mendon,"Rte 4, 0.8 mi W of Wheelervill Rd"
FW,-71.72345779,44.76007764,1731,Bear,NULL,NULL,11/30/97,-9999,NULL,-9999,-9999,-9999,NULL,Winhall,"Rte 30, around Barnumville Rd"
FW,-71.72383917,44.46445469,2408,Moose,NULL,NULL,11/3/95,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,SH 5 0.3 MI N OF SH 114
FW,-71.72469788,44.46432921,1763,Bear,NULL,NULL,9/26/82,-9999,NULL,-9999,-9999,-9999,NULL,Dorset,"North Dorset, Rte 7"
FW,-71.72532164,44.76003442,1729,Bear,NULL,NULL,8/3/98,-9999,NULL,-9999,-9999,-9999,NULL,Winhall,"Old Town Rd,just past French Hollow Rd"
FW,-71.72543761,44.99022045,1820,Bear,NULL,NULL,8/1/95,-9999,NULL,-9999,-9999,-9999,NULL,Hartford,"Rte 4, @ Quechee Gorge"
FW,-71.72609174,44.46651006,1204,Moose,NULL,NULL,6/26/01,-9999,NULL,-9999,-9999,-9999,NULL,SUDBURY,"RTE 73, BRANDON/SUDBURY T.L."
FW,-71.72769117,44.76052643,2373,Moose,NULL,NULL,7/22/98,-9999,NULL,-9999,-9999,-9999,NULL,WINHALL,Rt 30 mm 0300/0216/0680
FW,-71.72798808,44.464616,1759,Bear,NULL,NULL,9/25/73,-9999,NULL,-9999,-9999,-9999,NULL,Readsboro,NULL
FW,-71.72851176,44.7609174,1727,Bear,NULL,NULL,6/9/99,-9999,NULL,-9999,-9999,-9999,NULL,Searsburg,"Rte 9, 0.5 mi E of Rte 8"
FW,-71.72983065,44.46458542,2423,Moose,NULL,NULL,6/9/95,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,Rt. 114 .7 mi. from Brighton.
AOT,-71.73167416,44.46453043,188,Moose,Moose,The Moose was hit by a truck.,7/16/05,514,US 2,2,2.2,2.2,U002-0514,LUNENBURG,NULL
AOT,-71.73365463,44.46445779,431,Deer RK AD,"Deer, RoadKill, Adult Doe",Deer was hit by a vehicle and killed.,1/6/06,514,US 2,2,2.1,2.1,U002-0514,LUNENBURG,NULL
FW,-71.7354061,44.46446332,1748,Bear,NULL,NULL,5/2/98,-9999,NULL,-9999,-9999,-9999,NULL,Sharon,I-89 mm 9/20
AOT,-71.73562634,44.46443932,914,Lg Bird,"Large Bird (hawk, owl, turkey, waterfowl)",Three turkeys were hit by cars.,3/17/05,514,US 2,2,2,2,U002-0514,LUNENBURG,NULL
FW,-71.73567212,44.4644651,1774,Bear,NULL,NULL,11/27/94,-9999,NULL,-9999,-9999,-9999,NULL,Coventry,"Rte 105, by Tire Born"
FW,-71.73865365,44.46461389,1770,Bear,NULL,NULL,10/31/88,-9999,NULL,-9999,-9999,-9999,NULL,Shaftsbury,btwn East Rd overpass & high elev to N
AOT,-71.73947867,44.46467167,239,Deer RK AD,"Deer, RoadKill, Adult Doe",Deer was hit by a vehicle and killed.,12/19/05,514,US 2,2,1.8,1.8,U002-0514,LUNENBURG,NULL
FW,-71.73947867,44.46467167,1046,Moose,NULL,NULL,4/23/98,-9999,NULL,-9999,-9999,-9999,NULL,ORANGE,Rte. 302 0.25 mi W. of jct with rte. 25
FW,-71.73981282,44.9961372,1829,Bear,NULL,NULL,10/25/98,-9999,NULL,-9999,-9999,-9999,NULL,Putney,"I-91 S, just S of Westminster t.l."
FW,-71.74228016,44.46456637,1750,Bear,NULL,NULL,5/24/98,-9999,NULL,-9999,-9999,-9999,NULL,Brookfield,"I-89 s.b., mm37"
AOT,-71.74349839,44.46488663,301,Moose,Moose,A moose was struck and killed by a tractor trailer.,6/14/04,514,US 2,2,1.6,1.6,U002-0514,LUNENBURG,NULL
FW,-71.74476526,44.77356806,1725,Bear,NULL,NULL,7/26/98,-9999,NULL,-9999,-9999,-9999,NULL,Pownal,"Rte 7, Pettit Rd (Powal Ctr)"
FW,-71.74638956,44.77487968,2374,Moose,NULL,NULL,7/9/99,-9999,NULL,-9999,-9999,-9999,NULL,WOODFORD,"RT 9, BUGBEE MILL POND"
FW,-71.74685706,44.77532255,1720,Bear,NULL,NULL,12/20/98,-9999,NULL,-9999,-9999,-9999,NULL,Pownal,"Rte 7, 2.3 mi S of Barbers Pd Road"
FW,-71.74697809,44.77532334,1722,Bear,NULL,NULL,8/23/98,-9999,NULL,-9999,-9999,-9999,NULL,Clarendon,"Rte 7, 0.2 mi S of Rte 7B"
FW,-71.74702992,44.77536967,1716,Bear,NULL,NULL,9/11/99,-9999,NULL,-9999,-9999,-9999,NULL,Waterbury,"I-89 SB, just south of NB rest area"
FW,-71.74728859,44.77551131,2375,Moose,NULL,NULL,5/8/01,-9999,NULL,-9999,-9999,-9999,NULL,BARNET,E BARNET BRIDGES
FW,-71.74763812,44.77592397,1166,Moose,NULL,NULL,5/17/99,-9999,NULL,-9999,-9999,-9999,NULL,NEWPORT TOWN,Rt 105 Just E of Rt 100 Jct
FW,-71.74810353,44.77599435,2379,Moose,NULL,NULL,7/6/96,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,Rte 5 .9 mi. N. of Jct with T/H 44(Bugbee Xing)
FW,-71.74828241,44.77615202,1728,Bear,NULL,NULL,7/26/98,-9999,NULL,-9999,-9999,-9999,NULL,Winhall,Winhall Horror Rd
FW,-71.74829828,44.77619424,1732,Bear,NULL,NULL,10/11/96,-9999,NULL,-9999,-9999,-9999,NULL,Guilford,I-91 m.m. 2
FW,-71.74878038,44.46632506,2415,Moose,NULL,NULL,5/30/00,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,RTE 114 1.2 MILE NORTH OF EAST HAVEN TOWNLINE
FW,-71.74895568,44.46640487,2410,Moose,NULL,NULL,6/1/94,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,RT 114 1.8 MILES SOUTH OF EAST BURKE VILLAGE
FW,-71.74916193,44.77653747,1715,Bear,NULL,NULL,10/26/99,-9999,NULL,-9999,-9999,-9999,NULL,Waterbury,"Rte 100, 2 mi N of Waterbury"
FW,-71.74988344,44.77697875,1724,Bear,NULL,NULL,11/16/98,-9999,NULL,-9999,-9999,-9999,NULL,Sherburne,"School House Rd, Killington"
FW,-71.75010164,44.7771545,1719,Bear,NULL,NULL,11/17/97,-9999,NULL,-9999,-9999,-9999,NULL,Pownal,"Rte 7, 1 mi S of Barbers Pond Rd"
FW,-71.75028675,44.46715427,1779,Bear,NULL,NULL,9/24/93,-9999,NULL,-9999,-9999,-9999,NULL,Cambridge,"Rte 15, Cambridge Jct"
FW,-71.75046964,44.46727921,2416,Moose,NULL,NULL,8/13/99,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,"RT 114, 3.3 MILES SOUTH OF BRIGHTON TOWN LINE"
FW,-71.75070343,44.77741708,1735,Bear,NULL,NULL,10/8/97,-9999,NULL,-9999,-9999,-9999,NULL,Marlboro,"Rte 9, E side of Hogback Mtn"
FW,-71.75117189,44.46763354,1768,Bear,NULL,NULL,6/12/87,-9999,NULL,-9999,-9999,-9999,NULL,Concord,0.1 mi E of Rte 2 & Old Rte 2 jct
FW,-71.75128863,44.42209911,2635,Moose,NULL,NULL,8/11/95,-9999,NULL,-9999,-9999,-9999,NULL,BRUNSWICK,Entrance Notch Pd. rd. & Rt. 105-moose lick area.
FW,-71.75146589,44.61488392,1170,Moose,NULL,NULL,1/12/98,-9999,NULL,-9999,-9999,-9999,NULL,WESTFIELD,Rt 100 1.2 mi. S. of Westfield
FW,-71.75169539,44.4682879,2411,Moose,NULL,NULL,9/25/99,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,ROUTE 114 1.9 MI S OF E. BURKE
FW,-71.75172312,44.46830122,2414,Moose,NULL,NULL,7/16/95,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,Rt. 114 2 mi. S of Brighton
FW,-71.75183375,44.46834766,2406,Moose,NULL,NULL,10/13/89,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,I 91 EXIT 23
FW,-71.75215591,44.46844139,2409,Moose,NULL,NULL,11/26/95,-9999,NULL,-9999,-9999,-9999,NULL,LYNDON,Rt. 5 0.7 mi. n. of jct. with Rt. 114
FW,-71.75349671,44.46849408,1776,Bear,NULL,NULL,9/13/99,-9999,NULL,-9999,-9999,-9999,NULL,Waterbury,"Rte 100, 1/4 mi S of Stowe t.l."
FW,-71.75383375,44.77873082,1734,Bear,NULL,NULL,9/16/97,-9999,NULL,-9999,-9999,-9999,NULL,Halifax,"Rte 112, 1.25 mi S of 8A"
FW,-71.75390838,44.46869439,1782,Bear,NULL,NULL,11/2/94,-9999,NULL,-9999,-9999,-9999,NULL,West Fairlee,"Bearville Rd, just before brook crossing"
FW,-71.754073,44.46873489,1760,Bear,NULL,NULL,10/20/73,-9999,NULL,-9999,-9999,-9999,NULL,Hartford,"I-91 n.b., Hardford/ Hartland t.l."
FW,-71.754073,44.46873489,1778,Bear,NULL,NULL,9/7/99,-9999,NULL,-9999,-9999,-9999,NULL,Morristown,Stagecoach Rd & Sterling Valley Rd
FW,-71.75583129,44.46889764,1755,Bear,NULL,NULL,7/7/71,-9999,NULL,-9999,-9999,-9999,NULL,Mt Holly,"Rte 103, 100 yds from Ludlow t.l."
FW,-71.75629559,44.46890345,2424,Moose,NULL,NULL,10/23/87,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,RT 114 - ONE MI S OF BRIGHTON/NEWARK TOWN LINE
FW,-71.75749339,44.7794215,2378,Moose,NULL,NULL,10/13/95,-9999,NULL,-9999,-9999,-9999,NULL,BURKE,B/T VILLAGE AND RR TRACKS - SOUTH
FW,-71.75836571,45.00195453,2453,Moose,NULL,NULL,2/1/00,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I-91 SOUTH MM 146/45
FW,-71.75914858,44.77962761,1733,Bear,NULL,NULL,6/12/97,-9999,NULL,-9999,-9999,-9999,NULL,Dummerston,"Rte 30, 0.5 mi N of Brattleboro t.l."
FW,-71.76097618,44.77988801,1167,Moose,NULL,NULL,7/10/86,-9999,NULL,-9999,-9999,-9999,NULL,TROY,EAST HILL RD 2 MI S OF RT 105
FW,-71.76130501,44.46871952,1769,Bear,NULL,NULL,7/8/96,-9999,NULL,-9999,-9999,-9999,NULL,Woodford,NULL
FW,-71.76259556,44.44279294,1684,Bear,NULL,NULL,10/18/97,-9999,NULL,-9999,-9999,-9999,NULL,Irasburg,"Rte 14, 2-3 N of Irasburg"
FW,-71.76307666,44.46800066,1751,Bear,NULL,NULL,6/5/99,-9999,NULL,-9999,-9999,-9999,NULL,Royalton,"I-89 s.b., mm 16/75"
FW,-71.76399904,44.44395996,1685,Bear,NULL,NULL,9/11/97,-9999,NULL,-9999,-9999,-9999,NULL,Albany,"1 mi N of Albany, Rte 14"
FW,-71.7640123,45.00380213,2537,Moose,NULL,NULL,5/5/95,-9999,NULL,-9999,-9999,-9999,NULL,BOLTON,mm 68 southbound.
FW,-71.76663946,44.7801152,1714,Bear,NULL,NULL,7/22/99,-9999,NULL,-9999,-9999,-9999,NULL,Stowe,"Stagecoach Rd, Morristown/ Stowe t.l."
FW,-71.76721986,44.78006988,1730,Bear,NULL,NULL,6/19/95,-9999,NULL,-9999,-9999,-9999,NULL,Winhall,"Rte 30, around Barnumville Rd"
FW,-71.77064897,45.00588452,2455,Moose,NULL,NULL,9/30/90,-9999,NULL,-9999,-9999,-9999,NULL,SHEFFIELD,I 91 NB MM 150
FW,-71.77162424,44.46559197,2426,Moose,NULL,NULL,8/10/95,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,3.5 mi. N East Haven - Rt. 114
FW,-71.77206481,44.46552324,1203,Moose,NULL,NULL,8/17/93,-9999,NULL,-9999,-9999,-9999,NULL,KILLINGTON,Colton Pond RT 100
FW,-71.77274349,44.46531589,1752,Bear,NULL,NULL,9/2/99,-9999,NULL,-9999,-9999,-9999,NULL,Sharon,"I-89 n.b., mm 10"
FW,-71.77298359,44.46519854,1766,Bear,NULL,NULL,7/19/78,-9999,NULL,-9999,-9999,-9999,NULL,Concord,"Rte 2, 0.2 mi E of Moose River bridge"
FW,-71.77333099,44.46512407,2336,Moose,NULL,NULL,3/24/00,-9999,NULL,-9999,-9999,-9999,NULL,HANCOCK,HANCOCK BY CONE'S MILL RTE 100
FW,-71.7736222,45.00656973,1821,Bear,NULL,NULL,6/30/95,-9999,NULL,-9999,-9999,-9999,NULL,Hartford,"I-91, N end of bridge over White River"
FW,-71.77401584,44.46503618,2813,Moose,NULL,NULL,8/11/93,-9999,NULL,-9999,-9999,-9999,NULL,NORTON,Rt.114 w. of lick near n. end of Norton Pond
FW,-71.77504485,44.77965629,1619,Moose,NULL,NULL,9/30/94,-9999,NULL,-9999,-9999,-9999,NULL,WILLISTON,US Rt. 2 Williston/  S. Burlington line
FW,-71.77510344,44.46506181,1695,Bear,NULL,NULL,10/30/98,-9999,NULL,-9999,-9999,-9999,NULL,Irasburg,"I-91 just N of Orleans exit, by swamp"
FW,-71.77556493,44.46501812,1704,Bear,NULL,NULL,9/21/99,-9999,NULL,-9999,-9999,-9999,NULL,Richmond,"I-89, Winooski River Bridge"
FW,-71.77715875,44.46444082,1701,Bear,NULL,NULL,8/31/99,-9999,NULL,-9999,-9999,-9999,NULL,Bristol,"Rte 116,Bristol/Starksboro t.l."
FW,-71.77886289,44.443433,2347,Moose,NULL,NULL,10/5/01,-9999,NULL,-9999,-9999,-9999,NULL,GLASTENBURY,RTE 7 @ COLCHESTER RD OVERPASS
FW,-71.78357065,44.46330202,2346,Moose,NULL,NULL,8/4/96,-9999,NULL,-9999,-9999,-9999,NULL,BENNINGTON,Rutter Rd. (OFF BEECH RD)
FW,-71.7837313,44.46322581,1708,Bear,NULL,NULL,11/4/97,-9999,NULL,-9999,-9999,-9999,NULL,Orange,"Rte 302, Orange Heights"
FW,-71.78426829,44.46313172,2343,Moose,NULL,NULL,5/24/97,-9999,NULL,-9999,-9999,-9999,NULL,RIPTON,Rt. 125--Robert Frost parking lot
FW,-71.7855534,44.78096086,1717,Bear,NULL,NULL,9/1/99,-9999,NULL,-9999,-9999,-9999,NULL,Morristown,"Stagecoach Rd, Stowe t.l."
FW,-71.78598134,44.46195721,2333,Moose,NULL,NULL,5/10/00,-9999,NULL,-9999,-9999,-9999,NULL,GRANVILLE,E. GRANVILLE RT 12-A WALLOW
FW,-71.78610784,44.46182624,2332,Moose,NULL,NULL,5/18/00,-9999,NULL,-9999,-9999,-9999,NULL,GRANVILLE,RT12-A E GRANVILLE MOORE WALLOW
FW,-71.78635441,44.54919639,1270,Moose,NULL,NULL,9/19/99,-9999,NULL,-9999,-9999,-9999,NULL,WATERBURY,I-89 NB MM 66/95
FW,-71.78660183,44.46098977,2342,Moose,NULL,NULL,5/23/94,-9999,NULL,-9999,-9999,-9999,NULL,RIPTON,rt 125 breadloaf campus
FW,-71.78662582,44.46087706,2417,Moose,NULL,NULL,7/10/00,-9999,NULL,-9999,-9999,-9999,NULL,NEWARK,RT 114 APPROX 1.5 - 2 MI. SOUTH BRIGHTON T/L
FW,-71.78664696,44.46065779,1705,Bear,NULL,NULL,10/19/99,-9999,NULL,-9999,-9999,-9999,NULL,Salisbury,"Rte 7, 100 yds S of Rte 53"
FW,-71.78681547,44.45921271,1709,Bear,NULL,NULL,10/27/97,-9999,NULL,-9999,-9999,-9999,NULL,Waterbury,"Rte 100, Waterbury Center"
FW,-71.78707288,44.45843289,2335,Moose,NULL,NULL,5/16/97,-9999,NULL,-9999,-9999,-9999,NULL,HANCOCK,Rt 125 1 mi from top of Hancock side
FW,-71.78711451,44.4583365,2338,Moose,NULL,NULL,6/13/98,-9999,NULL,-9999,-9999,-9999,NULL,LINCOLN,Lincoln Gap (Lincoln gap rd.)
FW,-71.78714502,44.45825624,2334,Moose,NULL,NULL,9/29/87,-9999,NULL,-9999,-9999,-9999,NULL,HANCOCK,RT 125 MIDDLEBURY MTN
FW,-71.78721357,44.45806452,2337,Moose,NULL,NULL,10/22/94,-9999,NULL,-9999,-9999,-9999,NULL,LEICESTER,RT 7 BRANDON SCRAP METAL
FW,-71.78779594,44.45695078,1710,Bear,NULL,NULL,9/12/97,-9999,NULL,-9999,-9999,-9999,NULL,Barre,bottom of Quarry Hill Rd
FW,-71.78817396,44.45675983,1139,Moose,NULL,NULL,9/1/98,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,4.5 E of Seymour Lake Access
FW,-71.78821823,44.45671538,2345,Moose,NULL,NULL,6/6/99,-9999,NULL,-9999,-9999,-9999,NULL,ARLINGTON,Rt 313 West .2 mi West of Benedict Crossing Rd
FW,-71.7882403,44.45669778,2348,Moose,NULL,NULL,5/12/90,-9999,NULL,-9999,-9999,-9999,NULL,GLASTENBURY,RT 7 6/10 S OF SUNDERLAND
FW,-71.78824064,44.45670085,1140,Moose,NULL,NULL,5/28/99,-9999,NULL,-9999,-9999,-9999,NULL,MORGAN,Rt 111 1 mi E of Jordan Farm
AOT,-71.7882432,44.45668664,246,Moose,Moose,Vehicle struck a moose at Carr Brook area.,1/22/05,507,US 2,2,9.7,9.7,U002-0507,CONCORD,NULL
FW,-71.78858573,44.45627273,1703,Bear,NULL,NULL,9/28/99,-9999,NULL,-9999,-9999,-9999,NULL,Richford,"Rte 105, 2 mi W of Jay t.l."
FW,-71.78950078,44.45556225,1707,Bear,NULL,NULL,8/6/99,-9999,NULL,-9999,-9999,-9999,NULL,Buel's Gore,"Gore Rd, 0.5 mi jct 17"
FW,-71.79017425,44.45357151,1711,Bear,NULL,NULL,11/25/98,-9999,NULL,-9999,-9999,-9999,NULL,Ornage,"Rte 302, 0.4 mi W of Riddle Pond"
